Track,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
"Keep Yourself Alive - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,142427,4,0.323,0.982,5,-4.793,1,0.126,0.0106,0,0.489,0.143,138.106,12
"Keep Yourself Alive (Reprise) - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,82920,4,0.304,0.904,5,-5.406,1,0.205,0.071,0,0.694,0.228,136.53,9
"Liar - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,507733,4,0.194,0.944,2,-5.338,1,0.107,0.0426,0.00137,0.968,0.164,81.434,10
"Modern Times Rock 'n' Roll - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,160587,4,0.386,0.991,7,-3.81,1,0.161,0.00262,0,0.946,0.0939,109.707,9
"Now I'm Here - Live At The Rainbow, London / November 1974",Live at the Rainbow ‘74,2014,297120,4,0.29,0.906,9,-6.775,1,0.16,0.00421,0.00189,0.699,0.099,129.558,9
"Ogre Battle - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,326627,3,0.237,0.941,2,-6.058,1,0.195,0.061,0.0000195,0.799,0.148,105.238,10
"Ogre Battle - Live At The Rainbow, London / November 1974",Live at the Rainbow ‘74,2014,330387,3,0.216,0.925,2,-6.511,1,0.344,0.00206,0.0485,0.911,0.149,99.694,8
"Procession - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,73173,3,0.217,0.407,7,-17.361,1,0.0603,0.198,0.15,0.761,0.295,115.58,9
"Procession - Live At The Rainbow, London / November 1974",Live at the Rainbow ‘74,2014,77893,3,0.392,0.366,2,-19.156,0,0.0398,0.0205,0.647,0.378,0.255,57.919,7
"See What A Fool I've Been - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,298147,3,0.15,0.868,9,-4.395,1,0.0741,0.115,0.0000203,0.947,0.367,166.306,8
"Seven Seas Of Rhye - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,189840,4,0.248,0.939,7,-5.138,1,0.108,0.0434,0.0000158,0.357,0.275,132.308,12
"Son And Daughter - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,209973,4,0.207,0.935,11,-5.018,0,0.0955,0.0639,0.00000552,0.433,0.536,146.76,9
"Son And Daughter (Reprise) - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,121720,4,0.239,0.918,2,-6.25,1,0.219,0.0267,0.0000516,0.461,0.0584,145.597,8
"The Fairy Feller's Master-Stroke - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,172240,4,0.317,0.951,9,-3.975,0,0.216,0.549,0,0.704,0.348,160.688,12
"White Queen (As It Began) - Live At The Rainbow, London / March 1974",Live at the Rainbow ‘74,2014,348400,4,0.211,0.73,4,-6.421,0,0.0612,0.497,0.0000658,0.732,0.172,145.721,10
"Big Spender - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,83680,4,0.238,0.921,4,-8.451,0,0.128,0.00937,0.0000217,0.454,0.073,173.036,11
"Bohemian Rhapsody - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,148307,4,0.343,0.671,10,-7.824,1,0.0495,0.53,0.00000156,0.0803,0.35,143.484,21
"Bohemian Rhapsody - Reprise / Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,62040,4,0.283,0.719,3,-9.713,1,0.0562,0.881,0.00713,0.802,0.107,141.251,14
"Brighton Rock - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,143800,4,0.252,0.948,4,-7.894,1,0.228,0.439,0.000283,0.585,0.171,139.469,13
"Bring Back That Leroy Brown - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,92213,4,0.395,0.899,7,-10.438,1,0.0899,0.537,0.508,0.927,0.356,124.142,11
"God Save The Queen - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,82533,5,0.203,0.571,7,-12.824,1,0.0492,0.538,0.891,0.916,0.528,102.125,9
"Guitar Solo - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,397373,4,0.358,0.77,4,-11.074,1,0.074,0.863,0.847,0.812,0.458,72.064,11
"In the Lap of the Gods... Revisited - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,323773,4,0.204,0.91,2,-10.102,1,0.401,0.42,0.000468,0.924,0.0349,93.543,14
"Jailhouse Rock Medley - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,560720,4,0.169,0.966,4,-8.962,0,0.225,0.107,0.00597,0.907,0.0344,84.967,14
"Keep Yourself Alive - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,272680,4,0.347,0.948,0,-8.59,1,0.225,0.126,0.00131,0.753,0.205,136.999,14
"Killer Queen - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,128147,4,0.549,0.816,10,-8.106,1,0.0489,0.164,0,0.802,0.42,125.076,27
"Liar - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,525213,4,0.221,0.877,9,-8.712,1,0.164,0.0922,0.00771,0.713,0.116,153.357,12
"Now I'm Here - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,282813,4,0.32,0.899,9,-7.681,1,0.155,0.0829,0.00402,0.488,0.135,134.096,15
"Ogre Battle - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,319360,3,0.242,0.906,4,-8.089,0,0.252,0.273,0.000596,0.933,0.0651,102.714,12
"See What a Fool I've Been - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,261947,3,0.178,0.864,4,-7.439,1,0.125,0.0911,0.000159,0.93,0.312,160.844,9
"Seven Seas of Rhye - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,190960,4,0.297,0.948,7,-6.396,1,0.155,0.0587,0.000133,0.646,0.158,128.749,13
"Son and Daughter - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,104213,4,0.222,0.931,2,-8.576,0,0.257,0.136,0.000986,0.99,0.208,146.802,9
"The March of the Black Queen - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,90013,4,0.354,0.965,9,-6.484,0,0.11,0.0365,0.011,0.848,0.0471,124.923,14
"White Queen (As It Began) - Live At The Hammersmith Odeon, London / 1975",A Night at the Odeon,2015,330840,4,0.212,0.807,9,-7.956,0,0.0708,0.488,0.0000388,0.939,0.363,147.354,16
Doing All Right,At The BBC,2016,250933,3,0.316,0.32,9,-13.045,1,0.0387,0.408,0.0000672,0.0925,0.294,74.163,28
Great King Rat,At The BBC,2016,356027,4,0.385,0.761,4,-8.168,0,0.0694,0.126,0.0000353,0.284,0.355,131.519,15
Keep Yourself Alive,At The BBC,2016,228333,4,0.504,0.729,9,-8.049,1,0.0544,0.234,0,0.0705,0.453,134.953,40
Liar (At The BBC),At The BBC,2016,388067,4,0.302,0.65,2,-8.819,1,0.0801,0.0322,0.000127,0.361,0.377,146.834,15
Modern Times Rock 'N' Roll,At The BBC,2016,120000,4,0.399,0.821,7,-8.112,1,0.0822,0.0683,0,0.178,0.487,114.086,14
My Fairy King,At The BBC,2016,246440,4,0.352,0.529,2,-9.972,0,0.0368,0.503,0.0000696,0.166,0.267,101.235,20
Ogre Battle,At The BBC,2016,237200,4,0.327,0.811,2,-6.342,1,0.0765,0.228,0.00161,0.252,0.434,102.893,15
Son And Daughter,At The BBC,2016,428573,4,0.362,0.808,9,-8.639,1,0.0711,0.0648,0.00598,0.14,0.476,140.094,14
"Doing All Right - BBC Session / February 5th 1973, Langham 1 Studio",Queen On Air,2016,251840,3,0.398,0.303,9,-12.872,1,0.0321,0.39,0.0000678,0.0928,0.343,103.064,13
"Flick Of The Wrist - BBC Session / October 16th 1974, Maida Vale 4 Studio",Queen On Air,2016,204880,4,0.444,0.737,4,-7.423,0,0.103,0.107,0.0000578,0.273,0.616,73.843,8
"Great King Rat - BBC Session / December 3rd 1973, Langham 1 Studio",Queen On Air,2016,356480,4,0.368,0.761,4,-8.566,0,0.0626,0.117,0.00884,0.268,0.395,131.272,8
"Keep Yourself Alive - BBC Session / February 5th 1973, Langham 1 Studio",Queen On Air,2016,228627,4,0.512,0.722,9,-8.686,1,0.0639,0.23,0,0.0764,0.411,134.931,14
"Keep Yourself Alive - BBC Session / July 25th 1973, Langham 1 Studio",Queen On Air,2016,230760,4,0.482,0.706,9,-8.916,1,0.0555,0.207,0,0.048,0.516,136.095,13
"Liar - BBC Session / February 5th 1973, Langham 1 Studio",Queen On Air,2016,388640,4,0.252,0.613,2,-10.22,1,0.0778,0.0372,0.000055,0.596,0.363,78.237,11
"Liar - BBC Session / July 25th 1973, Langham 1 Studio",Queen On Air,2016,388480,4,0.303,0.619,2,-9.426,1,0.0881,0.0881,0.000118,0.615,0.345,143.381,8
"Modern Times Rock 'n' Roll - BBC Session / April 3rd 1974, Langham 1 Studio",Queen On Air,2016,166027,4,0.404,0.974,2,-7.193,1,0.149,0.15,0.00000407,0.305,0.375,100.134,7
"Modern Times Rock 'n' Roll - BBC Session / December 3rd 1973, Langham 1 Studio",Queen On Air,2016,121013,4,0.33,0.842,9,-7.42,1,0.0772,0.0367,0.0000281,0.0946,0.524,113.566,7
"My Fairy King - BBC Session / February 5th 1973, Langham 1 Studio",Queen On Air,2016,247573,4,0.354,0.506,2,-9.556,0,0.0342,0.546,0.0000305,0.173,0.286,101.738,19
"Nevermore - BBC Session / April 3rd 1974, Langham 1 Studio",Queen On Air,2016,87867,4,0.428,0.282,5,-12.414,1,0.035,0.951,0.00000845,0.0963,0.541,123.188,10
"Now I'm Here - BBC Session / October 16th 1974, Maida Vale 4 Studio",Queen On Air,2016,257453,4,0.462,0.72,4,-7.381,1,0.0496,0.0259,0.0116,0.0911,0.45,131.98,9
"Ogre Battle - BBC Session / December 3rd 1973, Langham 1 Studio",Queen On Air,2016,279053,4,0.323,0.743,2,-7.027,1,0.0727,0.354,0.144,0.11,0.315,103.546,8
"See What A Fool I've Been - BBC Session / July 25th 1973, Langham 1 Studio",Queen On Air,2016,259933,3,0.245,0.756,4,-8.223,1,0.0993,0.0101,0.0248,0.777,0.373,171.235,11
"Son And Daughter - BBC Session / December 3rd 1973, Langham 1 Studio",Queen On Air,2016,433173,4,0.352,0.797,9,-8.871,1,0.0705,0.111,0.056,0.0832,0.531,139.908,7
"Son And Daughter - BBC Session / July 25th 1973, Langham 1 Studio",Queen On Air,2016,362080,4,0.34,0.921,4,-8.715,0,0.165,0.0059,0.00503,0.389,0.494,142.663,9
"Stone Cold Crazy - BBC Session / October 16th 1974, Maida Vale 4 Studio",Queen On Air,2016,135573,4,0.492,0.834,7,-8.305,1,0.11,0.0106,0.000496,0.0946,0.446,119.903,12
"Tenement Funster - BBC Session / October 16th 1974, Maida Vale 4 Studio",Queen On Air,2016,178320,4,0.302,0.526,7,-10.334,1,0.0333,0.0538,0.0000382,0.103,0.491,172.087,7
"We Will Rock You - BBC Session / October 28th 1977, Maida Vale 4 Studio",Queen On Air,2016,95533,4,0.645,0.44,2,-10.278,1,0.147,0.667,0.0000801,0.118,0.372,81.042,27
"White Queen (As It Began) - BBC Session / April 3rd 1974, Langham 1 Studio",Queen On Air,2016,292773,4,0.354,0.62,9,-8.627,0,0.0362,0.647,0.0000247,0.149,0.14,144.874,8
20th Century Fox Fanfare,Bohemian Rhapsody (The Original Soundtrack),2018,25187,4,0.407,0.682,10,-5.625,1,0.107,0.57,0.0317,0.178,0.557,89.337,10
Another One Bites The Dust - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),2018,214640,4,0.929,0.526,5,-6.486,0,0.161,0.0969,0.263,0.153,0.753,109.96,36
Ay-Oh - Live Aid,Bohemian Rhapsody (The Original Soundtrack),2018,41455,4,0.289,0.872,2,-10.914,1,0.326,0.881,0.112,0.976,0.462,94.2,42
Bohemian Rhapsody - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),2018,354947,4,0.39,0.395,0,-9.966,0,0.0501,0.288,0,0.207,0.247,144.32,40
Bohemian Rhapsody - Live Aid,Bohemian Rhapsody (The Original Soundtrack),2018,147840,4,0.377,0.782,0,-6.147,0,0.0417,0.315,0.000163,0.401,0.327,77.567,37
Crazy Little Thing Called Love - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),2018,163342,4,0.626,0.762,7,-6.846,1,0.0431,0.673,0.0000021,0.325,0.766,76.793,36
Doing All Right - …revisited,Bohemian Rhapsody (The Original Soundtrack),2018,196841,4,0.372,0.454,9,-9.224,1,0.042,0.261,0.000047,0.16,0.419,95.325,34
Fat Bottomed Girls - Live in Paris,Bohemian Rhapsody (The Original Soundtrack),2018,277706,4,0.294,0.915,2,-5.883,1,0.0625,0.0805,0.0000245,0.956,0.366,92.242,35
Hammer To Fall - Live Aid,Bohemian Rhapsody (The Original Soundtrack),2018,243532,4,0.222,0.981,9,-5.846,1,0.0918,0.00515,0.000383,0.979,0.153,140.47,38
I Want To Break Free,Bohemian Rhapsody (The Original Soundtrack),2018,223080,4,0.807,0.414,4,-8.903,1,0.0352,0.105,0.0000278,0.0813,0.502,108.944,55
Keep Yourself Alive - Live at The Rainbow,Bohemian Rhapsody (The Original Soundtrack),2018,236083,4,0.31,0.976,9,-5.895,0,0.17,0.0199,0.00000958,0.975,0.293,138.834,33
Killer Queen - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),2018,179356,4,0.526,0.64,10,-6.374,1,0.0472,0.365,0.00000122,0.0958,0.622,117.132,40
Love Of My Life - Live at Rock in Rio Festival,Bohemian Rhapsody (The Original Soundtrack),2018,268703,3,0.217,0.562,2,-12.04,1,0.0816,0.807,0.00000991,0.809,0.0713,106.522,34
Now I'm Here - Live at The Hammersmith Odeon,Bohemian Rhapsody (The Original Soundtrack),2018,265981,4,0.347,0.92,9,-7.389,1,0.139,0.143,0.00568,0.714,0.129,133.862,30
Radio Ga Ga - Live Aid,Bohemian Rhapsody (The Original Soundtrack),2018,245680,4,0.405,0.935,5,-6.668,1,0.0862,0.0139,0,0.955,0.393,118.816,47
Somebody To Love - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),2018,295733,3,0.465,0.704,8,-6.975,1,0.0653,0.164,0,0.127,0.366,109.772,40
Under Pressure,Bohemian Rhapsody (The Original Soundtrack),2018,244485,4,0.671,0.698,2,-7.831,1,0.0466,0.395,0,0.094,0.464,113.732,45
We Are The Champions - Live Aid,Bohemian Rhapsody (The Original Soundtrack),2018,237026,3,0.305,0.858,7,-5.038,0,0.0673,0.178,0.0000412,0.901,0.186,100.444,42
We Will Rock You - Movie Mix,Bohemian Rhapsody (The Original Soundtrack),2018,129093,4,0.636,0.592,11,-6.24,0,0.121,0.117,0.00000116,0.78,0.422,81.417,34
Who Wants To Live Forever - 2011 Remaster,Bohemian Rhapsody (The Original Soundtrack),2018,314489,4,0.179,0.369,4,-9.036,0,0.0331,0.588,0.00202,0.116,0.0386,139.962,30
"Another One Bites The Dust - Live At Summer Sonic, Tokyo, Japan, 2014",Live Around the World (Deluxe),2020,202557,4,0.585,0.914,5,-8.261,1,0.0719,0.0922,0.00683,0.963,0.458,111.479,23
"Ay-Ohs - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,65053,5,0.153,0.805,2,-10.542,1,0.0973,0.966,0.902,0.94,0.0696,85.771,15
"Bohemian Rhapsody - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,140498,4,0.331,0.83,10,-6.393,1,0.045,0.29,0.0000271,0.347,0.4,78.55,22
"Crazy Little Thing Called Love - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,243058,4,0.355,0.909,7,-6.8,1,0.0625,0.0325,0.0607,0.917,0.441,141.718,17
"Don't Stop Me Now - Live At Rock In Rio, Lisbon, Portugal, 2016",Live Around the World (Deluxe),2020,250049,4,0.293,0.901,5,-7.328,1,0.093,0.362,0,0.971,0.421,150.561,24
"Fat Bottomed Girls - Live At The American Airlines Center, Dallas, USA, 2019",Live Around the World (Deluxe),2020,327389,4,0.248,0.878,9,-7.748,0,0.0572,0.0984,0.000988,0.978,0.298,88.571,21
"Hammer To Fall - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,293790,4,0.296,0.926,9,-6.668,1,0.0648,0.00809,0.0358,0.988,0.279,135.997,17
"I Want To Break Free - Live At Rock In Rio, Lisbon, Portugal, 2016",Live Around the World (Deluxe),2020,213637,4,0.415,0.803,2,-8.366,1,0.0505,0.245,0,0.972,0.472,117.13,24
"I Was Born To Love You - Live At Summer Sonic, Tokyo, Japan, 2014",Live Around the World (Deluxe),2020,244691,4,0.265,0.807,7,-8.01,1,0.0641,0.0399,0,0.967,0.292,144.495,21
"Love Kills - The Ballad - Live At The iHeart Radio Theater, Los Angeles, USA, 2014",Live Around the World (Deluxe),2020,257021,4,0.273,0.522,6,-9.778,0,0.0356,0.309,0.0000026,0.671,0.185,128.094,17
"Love Of My Life - Live At The O2, London, UK, 02/07/2018",Live Around the World (Deluxe),2020,253151,1,0.269,0.379,2,-14.584,1,0.055,0.843,0.0000617,0.979,0.141,121.027,17
"Now I'm Here - Live At Summer Sonic, Tokyo, Japan, 2014",Live Around the World (Deluxe),2020,306061,4,0.262,0.936,9,-8.52,1,0.0971,0.0103,0.00353,0.958,0.12,138.148,17
"Radio Ga Ga - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,263309,4,0.375,0.936,5,-7.341,1,0.0854,0.0637,0.00109,0.981,0.37,114.786,19
"Somebody To Love - Live At The Isle Of Wight Festival, UK, 2016",Live Around the World (Deluxe),2020,358867,4,0.244,0.798,8,-8.225,1,0.068,0.288,0,0.945,0.438,109.203,22
"Tear It Up - Live At The O2, London, UK, 02/07/2018",Live Around the World (Deluxe),2020,184115,4,0.338,0.953,2,-6.556,1,0.07,0.0255,0.000128,0.671,0.455,89.517,18
"The Show Must Go On - Live At The O2, London, UK, 04/07/2018",Live Around the World (Deluxe),2020,257788,4,0.201,0.802,11,-6.696,0,0.0447,0.0907,0,0.773,0.299,165.372,26
"Under Pressure - Live At Global Citizen Festival, New York, USA, 2019",Live Around the World (Deluxe),2020,225149,4,0.445,0.882,2,-7.818,1,0.0528,0.118,0.0000187,0.951,0.417,117.307,19
"We Are The Champions - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,276409,4,0.256,0.889,7,-5.973,0,0.0602,0.186,0.0000376,0.95,0.275,93.429,18
"We Will Rock You - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",Live Around the World (Deluxe),2020,149029,4,0.263,0.976,9,-6.311,1,0.0955,0.0703,0.00000512,0.94,0.158,175.191,19
"Who Wants To Live Forever - Live At The Isle Of Wight Festival, UK, 2016",Live Around the World (Deluxe),2020,280505,4,0.163,0.474,4,-9.114,0,0.0369,0.501,0.00000822,0.915,0.105,146.536,23
Breakthru - Real Drums And Bass,The Miracle (Collector's Edition),2022,298373,4,0.434,0.712,5,-7.749,1,0.142,0.0246,0.000095,0.0906,0.746,180.142,18
Breakthru - Remastered 2011,The Miracle (Collector's Edition),2022,248387,4,0.406,0.862,5,-5.672,1,0.0934,0.0609,0.0182,0.347,0.322,90.011,22
I Want It All - Original Take,The Miracle (Collector's Edition),2022,375280,4,0.273,0.625,11,-7.241,0,0.0481,0.0515,0.00018,0.178,0.398,92.394,19
I Want It All - Remastered 2011,The Miracle (Collector's Edition),2022,281227,4,0.222,0.843,11,-5.103,0,0.0547,0.0299,0.000143,0.272,0.403,92.789,25
Khashoggi's Ship - Original Take,The Miracle (Collector's Edition),2022,187613,4,0.499,0.716,11,-6.101,1,0.139,0.07,0.0000212,0.466,0.517,95.345,19
Khashoggi's Ship - Remastered 2011,The Miracle (Collector's Edition),2022,168640,4,0.487,0.875,11,-4.549,1,0.128,0.215,0.000113,0.415,0.595,95.141,24
My Baby Does Me - Remastered 2011,The Miracle (Collector's Edition),2022,202787,4,0.795,0.421,10,-10.799,0,0.0535,0.051,0.0172,0.0485,0.664,90.955,20
My Baby Loves Me,The Miracle (Collector's Edition),2022,248080,4,0.822,0.376,10,-11.402,0,0.073,0.0706,0.0177,0.0594,0.533,90.953,16
Party - Original Take,The Miracle (Collector's Edition),2022,173240,4,0.667,0.891,0,-6.729,1,0.042,0.0125,0.0107,0.34,0.88,135.048,19
Party - Remastered 2011,The Miracle (Collector's Edition),2022,143933,4,0.674,0.897,0,-4.656,1,0.048,0.00894,0.00175,0.603,0.805,135.019,26
Rain Must Fall - Demo,The Miracle (Collector's Edition),2022,161387,4,0.768,0.549,9,-8.371,0,0.0476,0.539,0.000289,0.076,0.84,111.949,16
Rain Must Fall - Remastered 2011,The Miracle (Collector's Edition),2022,263280,4,0.732,0.797,4,-6.697,0,0.0393,0.135,0.000509,0.0679,0.964,112.048,21
Scandal - Original Rough Mix,The Miracle (Collector's Edition),2022,279373,4,0.683,0.706,4,-8.198,0,0.0247,0.00735,0.00625,0.122,0.62,101.977,16
Scandal - Remastered 2011,The Miracle (Collector's Edition),2022,282933,4,0.64,0.792,4,-5.906,0,0.0308,0.0436,0.00183,0.35,0.528,103.471,21
The Invisible Man - Early Version With Guide Vocal,The Miracle (Collector's Edition),2022,303440,4,0.683,0.506,0,-9.258,1,0.0513,0.00249,0.192,0.126,0.27,120.012,17
The Invisible Man - Remastered 2011,The Miracle (Collector's Edition),2022,242533,4,0.707,0.803,0,-6.94,1,0.0444,0.179,0.0126,0.314,0.574,119.994,23
The Miracle - Original Take With John’s Ending,The Miracle (Collector's Edition),2022,285520,4,0.394,0.738,1,-8.003,1,0.0488,0.106,0.000101,0.404,0.525,92.131,18
The Miracle - Remastered 2011,The Miracle (Collector's Edition),2022,302173,4,0.495,0.641,1,-6.008,1,0.0264,0.165,0.00000101,0.416,0.498,92.012,24
Was It All Worth It - Remastered 2011,The Miracle (Collector's Edition),2022,345640,4,0.328,0.861,9,-5.255,0,0.0647,0.212,0.0000629,0.078,0.141,89.432,20
When Love Breaks Up - Demo,The Miracle (Collector's Edition),2022,103413,3,0.326,0.23,2,-9.997,0,0.0308,0.935,0.00000246,0.091,0.215,163.713,17
